Original Sentence,Stemmed Tokens,Stemmed Sentence
"The teaching of a second and/or a third language is common nowadays, and English is the most commonly studied foreign language in French schools.","teach, second, andor, third, languag, common, nowaday, english, commonli, studi, foreign, languag, french, school",teach second andor third languag common nowaday english commonli studi foreign languag french school
"Other languages often taught include Spanish, Italian and German.","languag, often, taught, includ, spanish, italian, german",languag often taught includ spanish italian german
"The immigrant populations also speak languages from their countries of origin, including Arabic, Mandarin, Russian and Vietnamese.","immigr, popul, also, speak, languag, countri, origin, includ, arab, mandarin, russian, vietnames",immigr popul also speak languag countri origin includ arab mandarin russian vietnames
"The most commonly used form of argot (slang) is verlan, which features inversion of syllables in a word.","commonli, use, form, argot, slang, verlan, featur, invers, syllabl, word",commonli use form argot slang verlan featur invers syllabl word
"The word verlan itself originated from l'envers, which in French means ""the reverse"".","word, verlan, origin, lenver, french, mean, revers",word verlan origin lenver french mean revers
Verlan in general is not obvious nor easily understood by non-native speakers.,"verlan, gener, obviou, easili, understood, nonn, speaker",verlan gener obviou easili understood nonn speaker
La Gastronomie is as much a passion as a past-time in France.,"la, gastronomi, much, passion, pasttim, franc",la gastronomi much passion pasttim franc
Each region has developed its own unique dishes and flavors through hundreds of years of tradition.,"region, develop, uniqu, dish, flavor, hundr, year, tradit",region develop uniqu dish flavor hundr year tradit
"Even today, the concept of eating main meals in courses is still used on a daily basis.","even, today, concept, eat, main, meal, cours, still, use, daili, basi",even today concept eat main meal cours still use daili basi
"In larger city restaurants, it is common to find different 'menus' that will include a bread course, one or two main dishes and a choice of a cheese course or dessert for under €20.","larger, citi, restaur, common, find, differ, menu, includ, bread, cours, one, two, main, dish, choic, chees, cours, dessert",larger citi restaur common find differ menu includ bread cours one two main dish choic chees cours dessert
"To decide where to eat, the french consult the world-renowned Michelin Guide.","decid, eat, french, consult, worldrenown, michelin, guid",decid eat french consult worldrenown michelin guid
"This is the most used and prestigious restaurant guide, using a system of stars to rate establishments.The french eat their main meal of the day at noon, followed by a lighter dinner later in the evening.","use, prestigi, restaur, guid, use, system, star, rate, establishmentsth, french, eat, main, meal, day, noon, follow, lighter, dinner, later, even",use prestigi restaur guid use system star rate establishmentsth french eat main meal day noon follow lighter dinner later even
"In smaller cities especially, many businesses will close for lunch (usually between 12 noon and 2:00pm).","smaller, citi, especi, mani, busi, close, lunch, usual, noon, pm",smaller citi especi mani busi close lunch usual noon pm
This supports the culture that lunch is to be shared with friends and family.,"support, cultur, lunch, share, friend, famili",support cultur lunch share friend famili
Four o' clock in the after noon is a widely recognized time to eat a small snack.,"four, clock, noon, wide, recogn, time, eat, small, snack",four clock noon wide recogn time eat small snack
This practice is known as to faire quatre-heures.,"practic, known, fair, quatreheur",practic known fair quatreheur
French food and eating traditions have been established over centuries.,"french, food, eat, tradit, establish, centuri",french food eat tradit establish centuri
"Today many aspects of this gastronomic culture still remain, but the growing influence of western culture is evident.","today, mani, aspect, gastronom, cultur, still, remain, grow, influenc, western, cultur, evid",today mani aspect gastronom cultur still remain grow influenc western cultur evid
More and more busy families are choosing quicker and simpler meals during the week.,"busi, famili, choos, quicker, simpler, meal, week",busi famili choos quicker simpler meal week
"Even though France refused to bend to fast food chains in the past, today McDonald's is gaining in popularity, especially with the younger generation.","even, though, franc, refus, bend, fast, food, chain, past, today, mcdonald, gain, popular, especi, younger, gener",even though franc refus bend fast food chain past today mcdonald gain popular especi younger gener
"France has a wide selection of accommodation, from budget campings and hostels up to luxurious 5-star+ hotels, mainly along the Cote d'Azur and in the bigger cities like Paris.","franc, wide, select, accommod, budget, camp, hostel, luxuri, star, hotel, mainli, along, cote, dazur, bigger, citi, like, pari",franc wide select accommod budget camp hostel luxuri star hotel mainli along cote dazur bigger citi like pari
"But there are also some more intimate options like Chambre d'Hôtes and options to rent homes as a family, called Gîtes.","also, intim, option, like, chambr, dhte, option, rent, home, famili, call, gte",also intim option like chambr dhte option rent home famili call gte
"Some very romantic options include castles (Chateaux) which mainly stand in the rural areas and give you the option to rent either a room or, in some cases, the whole castle!","romant, option, includ, castl, chateaux, mainli, stand, rural, area, give, option, rent, either, room, case, whole, castl",romant option includ castl chateaux mainli stand rural area give option rent either room case whole castl
"In winter, renting a chalet in the French Alps is a great way to enjoy the mountainous scenery and go skiing.","winter, rent, chalet, french, alp, great, way, enjoy, mountain, sceneri, go, ski",winter rent chalet french alp great way enjoy mountain sceneri go ski
It also works out cheaper if you are with a group compared to a hotel room.,"also, work, cheaper, group, compar, hotel, room",also work cheaper group compar hotel room
