Original Sentence,Lemmatized Tokens,Lemmatized Sentence
"France has a wide selection of accommodation, from budget campings and hostels up to luxurious 5-star+ hotels, mainly along the Cote d'Azur and in the bigger cities like Paris.","france, wide, selection, accommodation, budget, camping, hostel, luxurious, star, hotel, mainly, along, cote, dazur, bigger, city, like, paris",france wide selection accommodation budget camping hostel luxurious star hotel mainly along cote dazur bigger city like paris
"But there are also some more intimate options like Chambre d'Hôtes and options to rent homes as a family, called Gîtes.","also, intimate, option, like, chambre, dhtes, option, rent, home, family, called, gtes",also intimate option like chambre dhtes option rent home family called gtes
"Some very romantic options include castles (Chateaux) which mainly stand in the rural areas and give you the option to rent either a room or, in some cases, the whole castle!","romantic, option, include, castle, chateau, mainly, stand, rural, area, give, option, rent, either, room, case, whole, castle",romantic option include castle chateau mainly stand rural area give option rent either room case whole castle
"In winter, renting a chalet in the French Alps is a great way to enjoy the mountainous scenery and go skiing.","winter, renting, chalet, french, alp, great, way, enjoy, mountainous, scenery, go, skiing",winter renting chalet french alp great way enjoy mountainous scenery go skiing
It also works out cheaper if you are with a group compared to a hotel room.,"also, work, cheaper, group, compared, hotel, room",also work cheaper group compared hotel room
"France is a popular country among people who like to go camping, either with a tent or with a caravan.","france, popular, country, among, people, like, go, camping, either, tent, caravan",france popular country among people like go camping either tent caravan
"There are tens of thousands of camping grounds around the country, which are popular from April/May until September or October.","ten, thousand, camping, ground, around, country, popular, aprilmay, september, october",ten thousand camping ground around country popular aprilmay september october
"Note that some popular areas, mainly near the coast, can be fully booked during the main holiday season in July and, especially, August when the French people themselves have holidays.","note, popular, area, mainly, near, coast, fully, booked, main, holiday, season, july, especially, august, french, people, holiday",note popular area mainly near coast fully booked main holiday season july especially august french people holiday
"Throughout the country, there are some very special sleeping options, called Chambres d'Hôtes and Gîtes.","throughout, country, special, sleeping, option, called, chambres, dhtes, gtes",throughout country special sleeping option called chambres dhtes gtes
Chambre d'Hôtes are the French version of Bed&Breakfast with rooms available within the homes of people and include breakfast.,"chambre, dhtes, french, version, bed, breakfast, room, available, within, home, people, include, breakfast",chambre dhtes french version bed breakfast room available within home people include breakfast
